State	County	Start date	End date	Average M/R
Tennessee	moore	05/12/2020	06/20/2020	0
Colorado	morgan	05/12/2020	06/20/2020	0.06559097455945395
Georgia	morgan	05/12/2020	06/20/2020	0
Indiana	morgan	05/12/2020	06/20/2020	0.08690655106495584
Kentucky	morgan	05/12/2020	06/30/2020	0
Tennessee	morgan	05/12/2020	06/20/2020	0.00579004329004329
Kansas	morris	05/12/2020	06/20/2020	0
Kansas	morton	05/12/2020	06/20/2020	0.06666666666666667
North Dakota	morton	05/12/2020	06/20/2020	0.03597828556862413
North Dakota	mountrail	05/12/2020	06/20/2020	0
Kentucky	muhlenberg	05/12/2020	06/30/2020	0.015598448946609
Georgia	murray	05/12/2020	06/20/2020	0.011418444703604294
Georgia	muscogee	05/12/2020	06/20/2020	0.030248484074307143
Michigan	muskegon	05/12/2020	06/20/2020	0.053832505427967615
Florida	nassau	05/12/2020	06/10/2020	0.01385955688316423
Kentucky	nelson	05/12/2020	06/30/2020	0.01273126754721791
North Dakota	nelson	05/12/2020	06/20/2020	0
Kansas	nemaha	05/12/2020	06/20/2020	0
Kansas	neosho	05/12/2020	06/20/2020	0
Mississippi	neshoba	05/12/2020	06/20/2020	0.0583086170733023
Michigan	newaygo	05/12/2020	06/20/2020	0
Georgia	newton	05/12/2020	06/20/2020	0.030356939161793474
Indiana	newton	05/12/2020	06/20/2020	0.1362235837724823
Mississippi	newton	05/12/2020	06/20/2020	0.015741505830168454
Kentucky	nicholas	05/12/2020	06/30/2020	0
Indiana	noble	05/12/2020	06/20/2020	0.09916227826494613
Alaska	nome	05/12/2020	05/31/2020	0
Kansas	norton	05/12/2020	06/20/2020	0
Mississippi	noxubee	05/12/2020	06/20/2020	0.028368215363435624
Michigan	oakland	05/12/2020	06/20/2020	0.10716068889740464
Tennessee	obion	05/12/2020	06/20/2020	0.0365234387687385
Michigan	oceana	05/12/2020	06/20/2020	0.027798470919890683
Georgia	oconee	05/12/2020	06/20/2020	0.05324241445134885
Michigan	ogemaw	05/12/2020	06/20/2020	0.03138496832176706
Georgia	oglethorpe	05/12/2020	06/20/2020	0.09226424269133797
Indiana	ohio	05/12/2020	06/20/2020	0
Kentucky	ohio	05/12/2020	06/30/2020	0
Florida	okaloosa	05/12/2020	06/10/2020	0.027588598832502885
Florida	okeechobee	05/12/2020	06/10/2020	0
Mississippi	oktibbeha	05/12/2020	06/20/2020	0.05732585285150675
Kentucky	oldham	05/12/2020	06/30/2020	0.04144966491015133
North Dakota	oliver	05/12/2020	06/20/2020	0
Michigan	ontonagon	05/12/2020	06/08/2020	0
Florida	orange	05/12/2020	06/10/2020	0.02107134419306579
Indiana	orange	05/12/2020	06/20/2020	0.16948456396471262
Kansas	osage	05/12/2020	06/20/2020	0
Kansas	osborne	05/12/2020	06/20/2020	0
Florida	osceola	05/12/2020	06/10/2020	0.027467728578212027
Michigan	osceola	05/12/2020	06/20/2020	0
Michigan	oscoda	05/12/2020	06/20/2020	0.16812500000000002
Colorado	otero	05/12/2020	06/20/2020	0.06137369209737631
Michigan	otsego	05/12/2020	06/20/2020	0.09270110101744733
Kansas	ottawa	05/12/2020	06/20/2020	0
Michigan	ottawa	05/12/2020	06/20/2020	0.04735651096630428
Colorado	ouray	05/12/2020	06/20/2020	0.13037698412698412
Colorado	out of co	05/12/2020	05/21/2020	0
Georgia	out of ga	05/12/2020	06/20/2020	0.014522207951786733
Hawaii	out of hi	05/12/2020	06/10/2020	0
Michigan	out of mi	05/12/2020	06/20/2020	0
Tennessee	out of tn	05/12/2020	06/20/2020	0.011671889138767244
Tennessee	overton	05/12/2020	06/20/2020	0
Indiana	owen	05/12/2020	06/20/2020	0.03053540791403122
Kentucky	owen	05/12/2020	06/30/2020	0
Kentucky	owsley	05/12/2020	06/30/2020	0
Florida	palm beach	05/12/2020	06/10/2020	0.057689630814695234
Mississippi	panola	05/12/2020	06/20/2020	0.03490633377220338
Colorado	park	05/12/2020	06/20/2020	0
Indiana	parke	05/12/2020	06/20/2020	0
Florida	pasco	05/12/2020	06/10/2020	0.0336422525660465
Georgia	paulding	05/12/2020	06/20/2020	0.0358851018344595
Georgia	peach	05/12/2020	06/20/2020	0.06105308432051456
Mississippi	pearl river	05/12/2020	06/20/2020	0.14064342053094442
North Dakota	pembina	05/12/2020	06/20/2020	0
Kentucky	pendleton	05/12/2020	06/30/2020	0
Indiana	perry	05/12/2020	06/20/2020	0.006504212150212255
Kentucky	perry	05/12/2020	06/30/2020	0.00490186720799395
Mississippi	perry	05/12/2020	06/20/2020	0.05276027023706107
Tennessee	perry	05/12/2020	06/20/2020	0
Alaska	petersburg	05/12/2020	05/31/2020	0.25
Colorado	phillips	05/12/2020	06/20/2020	0
Kansas	phillips	05/12/2020	06/20/2020	0
Georgia	pickens	05/12/2020	06/20/2020	0.07187801576178074
Tennessee	pickett	05/12/2020	06/20/2020	0
Georgia	pierce	05/12/2020	06/20/2020	0.03755528711346314
North Dakota	pierce	05/12/2020	06/20/2020	0
Georgia	pike	05/12/2020	06/20/2020	0.04439873887458404
Indiana	pike	05/12/2020	06/20/2020	0
Kentucky	pike	05/12/2020	06/30/2020	0.056558955751522075
Mississippi	pike	05/12/2020	06/20/2020	0.0536517209495341
Florida	pinellas	05/12/2020	06/10/2020	0.06449912388263611
Colorado	pitkin	05/12/2020	06/20/2020	0.03318564697836683
Florida	polk	05/12/2020	06/10/2020	0.056125561651702745
Georgia	polk	05/12/2020	06/20/2020	0.004634619921427495
Tennessee	polk	05/12/2020	06/20/2020	0
Mississippi	pontotoc	05/12/2020	06/20/2020	0.07042292512395304
Indiana	porter	05/12/2020	06/20/2020	0.05071302053629554
Indiana	posey	05/12/2020	06/20/2020	0
Kansas	pottawatomie	05/12/2020	06/20/2020	0
Kentucky	powell	05/12/2020	06/30/2020	0
Kansas	pratt	05/12/2020	06/20/2020	0
Mississippi	prentiss	05/12/2020	06/20/2020	0.060270308124485514
Michigan	presque isle	05/12/2020	06/20/2020	0
Alaska	prince of wales-hyder	05/12/2020	05/31/2020	0
Colorado	prowers	05/12/2020	06/20/2020	0
Colorado	pueblo	05/12/2020	06/20/2020	0.06042763894816135
Georgia	pulaski	05/12/2020	06/20/2020	0.04532536912662176
Indiana	pulaski	05/12/2020	06/20/2020	0.007167586031348516
Kentucky	pulaski	05/12/2020	06/30/2020	0.032097928595022036
Florida	putnam	05/12/2020	06/10/2020	0.029729326725796996
Georgia	putnam	05/12/2020	06/20/2020	0.09586778750066409
Indiana	putnam	05/12/2020	06/20/2020	0.050431534892024635
Tennessee	putnam	05/12/2020	06/20/2020	0.01376239111757857
Georgia	quitman	05/12/2020	06/20/2020	0.09025911588411588
Mississippi	quitman	05/12/2020	06/20/2020	0
Georgia	rabun	05/12/2020	06/20/2020	0.0675204358223755
North Dakota	ramsey	05/12/2020	06/20/2020	0.10496031746031746
Georgia	randolph	05/12/2020	06/20/2020	0.11316642788896343
Indiana	randolph	05/12/2020	06/20/2020	0.08346420801789153
Mississippi	rankin	05/12/2020	06/20/2020	0.01890190310230503
North Dakota	ransom	05/12/2020	06/20/2020	0
Kansas	reno	05/12/2020	06/20/2020	0
North Dakota	renville	05/12/2020	06/20/2020	0
Kansas	republic	05/12/2020	06/20/2020	0
Tennessee	rhea	05/12/2020	06/20/2020	0
Kansas	rice	05/12/2020	06/20/2020	0
North Dakota	richland	05/12/2020	06/20/2020	0
Georgia	richmond	05/12/2020	06/20/2020	0.04302459483568329
Kansas	riley	05/12/2020	06/20/2020	0.02158224550477202
Colorado	rio blanco	05/12/2020	06/20/2020	0
Colorado	rio grande	05/12/2020	06/20/2020	0.003855606758832565
Indiana	ripley	05/12/2020	06/20/2020	0.05555367177271875
Tennessee	roane	05/12/2020	06/20/2020	0
Tennessee	robertson	05/12/2020	06/20/2020	0.006715107253982477
Kentucky	rockcastle	05/12/2020	06/30/2020	0
Georgia	rockdale	05/12/2020	06/20/2020	0.028529278147324248
North Dakota	rolette	05/12/2020	06/20/2020	0
Kansas	rooks	05/12/2020	06/20/2020	0
Michigan	roscommon	05/12/2020	06/20/2020	0
Colorado	routt	05/12/2020	06/20/2020	0.098164500966517
Kentucky	rowan	05/12/2020	06/30/2020	0
Indiana	rush	05/12/2020	06/20/2020	0.052992743231900355
Kentucky	russell	05/12/2020	06/30/2020	0.1438218489657636
Tennessee	rutherford	05/12/2020	06/20/2020	0.020017450312924984
Michigan	saginaw	05/12/2020	06/20/2020	0.10403044816801219
Colorado	saguache	05/12/2020	06/20/2020	0.011516303588098237
Kansas	saline	05/12/2020	06/20/2020	0.0771810325342934
Colorado	san juan	05/12/2020	06/20/2020	0
Colorado	san miguel	05/12/2020	06/20/2020	0
Michigan	sanilac	05/12/2020	06/20/2020	0.13160910980407875
Florida	santa rosa	05/12/2020	06/10/2020	0.041494364884605714
Florida	sarasota	05/12/2020	06/10/2020	0.12291594498491619
North Dakota	sargent	05/12/2020	06/20/2020	0
Georgia	schley	05/12/2020	06/20/2020	0.058811550936163935
Michigan	schoolcraft	05/12/2020	06/20/2020	0
Indiana	scott	05/12/2020	06/20/2020	0.025043745170769162
Kansas	scott	05/12/2020	06/20/2020	0
Kentucky	scott	05/12/2020	06/30/2020	0
Mississippi	scott	05/12/2020	06/20/2020	0.016680406327857417
Tennessee	scott	05/12/2020	06/20/2020	0
Georgia	screven	05/12/2020	06/20/2020	0.0562508712513274
Kansas	sedgwick	05/12/2020	06/20/2020	0.03504165026500357
Florida	seminole	05/12/2020	06/10/2020	0.02519053195654609
Georgia	seminole	05/12/2020	06/20/2020	0.04555609073898196
Tennessee	sequatchie	05/12/2020	06/20/2020	0
Tennessee	sevier	05/12/2020	06/20/2020	0.020895111419589482
Kansas	seward	05/12/2020	06/20/2020	0.0018248254187163914
Mississippi	sharkey	05/12/2020	06/20/2020	0
Kansas	shawnee	05/12/2020	06/20/2020	0.022473093290822903
Indiana	shelby	05/12/2020	06/20/2020	0.06072411321438896
Kentucky	shelby	05/12/2020	06/30/2020	0.02925142563367471
Tennessee	shelby	05/12/2020	06/20/2020	0.022136796301154726
Kansas	sheridan	05/12/2020	06/20/2020	0
Kansas	sherman	05/12/2020	06/20/2020	0
Michigan	shiawassee	05/12/2020	06/20/2020	0.09964227780886678
Kentucky	simpson	05/12/2020	06/30/2020	0.053956716960800934
Mississippi	simpson	05/12/2020	06/20/2020	0.0022717717480988642
North Dakota	sioux	05/12/2020	06/20/2020	0
Alaska	sitka	05/12/2020	05/31/2020	0
North Dakota	slope	05/12/2020	06/20/2020	0
Kansas	smith	05/12/2020	06/20/2020	0
Mississippi	smith	05/12/2020	06/20/2020	0.06879206944567523
Tennessee	smith	05/12/2020	06/20/2020	0.030802832559891236
Alaska	southeast fairbanks	05/12/2020	05/31/2020	0
Georgia	spalding	05/12/2020	06/20/2020	0.07105092856948522
Indiana	spencer	05/12/2020	06/20/2020	0.06525547758709187
Kentucky	spencer	05/12/2020	06/30/2020	0
Michigan	st. clair	05/12/2020	06/20/2020	0.08484314422846331
Florida	st. johns	05/12/2020	06/10/2020	0.021431954212702223
Indiana	st. joseph	05/12/2020	06/20/2020	0.032811370783481786
Michigan	st. joseph	05/12/2020	06/20/2020	0.01710680439724003
Florida	st. lucie	05/12/2020	06/10/2020	0.06945386185105165
Kansas	stafford	05/12/2020	06/20/2020	0
Kansas	stanton	05/12/2020	06/20/2020	0
North Dakota	stark	05/12/2020	06/20/2020	0.0322254856943837
Indiana	starke	05/12/2020	06/20/2020	0.07552628120141773
Georgia	stephens	05/12/2020	06/20/2020	0.0200662341891027
Indiana	steuben	05/12/2020	06/20/2020	0.024039385444892335
Kansas	stevens	05/12/2020	06/20/2020	0
Georgia	stewart	05/12/2020	06/20/2020	0.010184902645841801
Tennessee	stewart	05/12/2020	06/20/2020	0
Mississippi	stone	05/12/2020	06/20/2020	0.002857142857142857
North Dakota	stutsman	05/12/2020	06/20/2020	0
Indiana	sullivan	05/12/2020	06/20/2020	0.022044555901054554
Tennessee	sullivan	05/12/2020	06/20/2020	0.03229790976786697
Colorado	summit	05/12/2020	06/20/2020	0.008604330192544384
Kansas	sumner	05/12/2020	06/20/2020	0.14173611111111112
Tennessee	sumner	05/12/2020	06/20/2020	0.04997963618467541
Florida	sumter	05/12/2020	06/10/2020	0.06554143801125961
Georgia	sumter	05/12/2020	06/20/2020	0.09238139499510375
Mississippi	sunflower	05/12/2020	06/20/2020	0.03724911269545715
Florida	suwannee	05/12/2020	06/10/2020	0.10965113813469017
Indiana	switzerland	05/12/2020	06/20/2020	0
Georgia	talbot	05/12/2020	06/20/2020	0.03805646353230861
Georgia	taliaferro	05/12/2020	06/20/2020	0
Mississippi	tallahatchie	05/12/2020	06/20/2020	0.03794624064674086
Mississippi	tate	05/12/2020	06/20/2020	0.009346648244973504
Georgia	tattnall	05/12/2020	06/20/2020	0
Florida	taylor	05/12/2020	06/10/2020	0
Georgia	taylor	05/12/2020	06/20/2020	0.08713042633694808
Kentucky	taylor	05/12/2020	06/30/2020	0.03529068280397037
Georgia	telfair	05/12/2020	06/20/2020	0.028698993556688656
Colorado	teller	05/12/2020	06/20/2020	0.05923916861588514
Georgia	terrell	05/12/2020	06/20/2020	0.12128729731132484
Georgia	thomas	05/12/2020	06/20/2020	0.09606941679449546
Georgia	tift	05/12/2020	06/20/2020	0.061176986050013905
Mississippi	tippah	05/12/2020	06/20/2020	0.14280142077990005
Indiana	tippecanoe	05/12/2020	06/20/2020	0.009178568054685579
Indiana	tipton	05/12/2020	06/20/2020	0.041236522736522736
Tennessee	tipton	05/12/2020	06/20/2020	0.006084670693160635
Mississippi	tishomingo	05/12/2020	06/20/2020	0.002127659574468085
Kentucky	todd	05/12/2020	06/30/2020	0
Georgia	toombs	05/12/2020	06/20/2020	0.06691916411604062
Georgia	towns	05/12/2020	06/20/2020	0.03918746474817986
North Dakota	traill	05/12/2020	06/20/2020	0
Georgia	treutlen	05/12/2020	06/20/2020	0.004175266597867216
Kentucky	trigg	05/12/2020	06/30/2020	0
Kentucky	trimble	05/12/2020	06/30/2020	0
Georgia	troup	05/12/2020	06/20/2020	0.030374310391687386
Tennessee	trousdale	05/12/2020	06/20/2020	0.0028437912716678436
Mississippi	tunica	05/12/2020	06/20/2020	0.04988785336488814
Georgia	turner	05/12/2020	06/20/2020	0.11212657437451408
Michigan	tuscola	05/12/2020	06/20/2020	0.1193688790826554
Georgia	twiggs	05/12/2020	06/20/2020	0.026844373731740805
Alaska	unassigned	05/12/2020	05/31/2020	0
Colorado	unassigned	05/12/2020	06/20/2020	0.004631701339204954
Florida	unassigned	05/12/2020	06/10/2020	0
Georgia	unassigned	05/12/2020	06/20/2020	0.0007303460549280199
Hawaii	unassigned	05/12/2020	06/10/2020	0
Indiana	unassigned	05/12/2020	06/20/2020	0
Kansas	unassigned	05/12/2020	06/20/2020	0
Kentucky	unassigned	05/12/2020	06/30/2020	0
Michigan	unassigned	05/12/2020	06/20/2020	0.017765332850078613
Mississippi	unassigned	05/12/2020	06/20/2020	0
North Dakota	unassigned	05/12/2020	06/20/2020	0
Tennessee	unassigned	05/12/2020	06/20/2020	0.0008928571428571428
Tennessee	unicoi	05/12/2020	06/20/2020	0
Florida	union	05/12/2020	06/10/2020	0.01264955515741993
Georgia	union	05/12/2020	06/20/2020	0.030363930060629853
Indiana	union	05/12/2020	06/20/2020	0
Kentucky	union	05/12/2020	06/30/2020	0
Mississippi	union	05/12/2020	06/20/2020	0.07100652272844608
Tennessee	union	05/12/2020	06/20/2020	0
Georgia	upson	05/12/2020	06/20/2020	0.12161092375652723
Michigan	van buren	05/12/2020	06/20/2020	0.04215600324953449
Tennessee	van buren	05/12/2020	06/20/2020	0
Indiana	vanderburgh	05/12/2020	06/20/2020	0.015286610766293307
Indiana	vermillion	05/12/2020	06/20/2020	0
Indiana	vigo	05/12/2020	06/20/2020	0.05642287691804104
Florida	volusia	05/12/2020	06/10/2020	0.053074102645554976
Indiana	wabash	05/12/2020	06/20/2020	0.02570232115859879
Kansas	wabaunsee	05/12/2020	06/20/2020	0
Florida	wakulla	05/12/2020	06/10/2020	0.030371038933657533
Georgia	walker	05/12/2020	06/20/2020	0.002992603557845136
North Dakota	walsh	05/12/2020	06/20/2020	0
Mississippi	walthall	05/12/2020	06/20/2020	0.0021230914041740516
Florida	walton	05/12/2020	06/10/2020	0.06269066897864164
Georgia	walton	05/12/2020	06/20/2020	0.055820445221786155
North Dakota	ward	05/12/2020	06/20/2020	0.026643984764604854
Georgia	ware	05/12/2020	06/20/2020	0.06071013139502969
Georgia	warren	05/12/2020	06/20/2020	0
Indiana	warren	05/12/2020	06/20/2020	0.07927655677655679
Kentucky	warren	05/12/2020	06/30/2020	0.005951177125630723
Mississippi	warren	05/12/2020	06/20/2020	0.044174359397981214
Tennessee	warren	05/12/2020	06/20/2020	0
Indiana	warrick	05/12/2020	06/20/2020	0.1654363586369699
Colorado	washington	05/12/2020	06/20/2020	0
Florida	washington	05/12/2020	06/10/2020	0.05508218344345412
Georgia	washington	05/12/2020	06/20/2020	0.013871190304752094
Indiana	washington	05/12/2020	06/20/2020	0.01895923439172521
Kansas	washington	05/12/2020	06/20/2020	0
Kentucky	washington	05/12/2020	06/30/2020	0
Mississippi	washington	05/12/2020	06/20/2020	0.03571809127888887
Tennessee	washington	05/12/2020	06/20/2020	0
Michigan	washtenaw	05/12/2020	06/20/2020	0.0694461966818486
Georgia	wayne	05/12/2020	06/20/2020	0
Indiana	wayne	05/12/2020	06/20/2020	0.0695596696752118
Kentucky	wayne	05/12/2020	06/30/2020	0
Michigan	wayne	05/12/2020	06/20/2020	0.120380654835144
Mississippi	wayne	05/12/2020	06/20/2020	0.0076855864556394735
Tennessee	wayne	05/12/2020	06/20/2020	0
Tennessee	weakley	05/12/2020	06/20/2020	0
Georgia	webster	05/12/2020	06/20/2020	0.084128610360228
Kentucky	webster	05/12/2020	06/30/2020	0
Mississippi	webster	05/12/2020	06/20/2020	0.04957561505808489
Colorado	weld	05/12/2020	06/20/2020	0.05231490488647256
Indiana	wells	05/12/2020	06/20/2020	0
North Dakota	wells	05/12/2020	06/20/2020	0
Michigan	wexford	05/12/2020	06/20/2020	0.19784838935574228
Georgia	wheeler	05/12/2020	06/20/2020	0
Georgia	white	05/12/2020	06/20/2020	0.02792354162671935
Indiana	white	05/12/2020	06/20/2020	0.033653840117371124
Tennessee	white	05/12/2020	06/20/2020	0.007483411382158719
Georgia	whitfield	05/12/2020	06/20/2020	0.022492304290332384
Indiana	whitley	05/12/2020	06/20/2020	0.0595458974042062
Kentucky	whitley	05/12/2020	06/30/2020	0
Georgia	wilcox	05/12/2020	06/20/2020	0.12121544775907758
Georgia	wilkes	05/12/2020	06/20/2020	0.029320155776667904
Georgia	wilkinson	05/12/2020	06/20/2020	0.08117355667730267
Mississippi	wilkinson	05/12/2020	06/20/2020	0.10829222087465473
North Dakota	williams	05/12/2020	06/20/2020	0
Tennessee	williamson	05/12/2020	06/20/2020	0.01875470264137663
Kansas	wilson	05/12/2020	06/20/2020	0
Tennessee	wilson	05/12/2020	06/20/2020	0.022325846946371602
Mississippi	winston	05/12/2020	06/20/2020	0.0076031101180763245
Kentucky	woodford	05/12/2020	06/30/2020	0
Kansas	woodson	05/12/2020	06/20/2020	0
Georgia	worth	05/12/2020	06/20/2020	0.0891219923562544
Kansas	wyandotte	05/12/2020	06/20/2020	0.052979864160810554
Mississippi	yalobusha	05/12/2020	06/20/2020	0.043879891346505
Mississippi	yazoo	05/12/2020	06/20/2020	0.014193866401583013
Alaska	yukon-koyukuk	05/12/2020	05/31/2020	0
Colorado	yuma	05/12/2020	06/20/2020	0
Alaska	copper river	05/12/2020	05/31/2020	0
Alaska	chugach	05/12/2020	05/31/2020	0
Texas	archer	05/15/2020	05/31/2020	0
Texas	fisher	05/15/2020	05/31/2020	0.23529411764705882
Texas	haskell	05/15/2020	05/31/2020	0
Kansas	wichita	05/15/2020	05/17/2020	0
West Virginia	calhoun	05/16/2020	06/10/2020	0
Kentucky	magoffin	05/16/2020	06/30/2020	0
Missouri	adair	05/17/2020	06/20/2020	0
Missouri	andrew	05/17/2020	06/20/2020	0
Missouri	atchison	05/17/2020	06/20/2020	0
Missouri	audrain	05/17/2020	06/20/2020	0.0020654826494088813
Missouri	barry	05/17/2020	06/20/2020	0
Missouri	bates	05/17/2020	06/20/2020	0.11058956916099773
Missouri	benton	05/17/2020	06/20/2020	0
New Mexico	bernalillo	05/17/2020	06/20/2020	0.0477979942670636
Missouri	bollinger	05/17/2020	06/20/2020	0
Missouri	boone	05/17/2020	06/20/2020	0.009066899990988895
Missouri	buchanan	05/17/2020	06/20/2020	0.003049432401580431
Missouri	butler	05/17/2020	06/20/2020	0
Missouri	caldwell	05/17/2020	06/20/2020	0
Missouri	callaway	05/17/2020	06/20/2020	0.0336249288958491
Missouri	camden	05/17/2020	06/20/2020	0.025988311120866657
Missouri	cape girardeau	05/17/2020	06/20/2020	0.030943276594551556
Missouri	carroll	05/17/2020	06/20/2020	0
Missouri	carter	05/17/2020	06/20/2020	0.2128571428571429
Missouri	cass	05/17/2020	06/20/2020	0.08658226722575521
New Mexico	catron	05/17/2020	06/20/2020	0.5
Missouri	cedar	05/17/2020	06/20/2020	0
Missouri	chariton	05/17/2020	06/20/2020	0
New Mexico	chaves	05/17/2020	06/20/2020	0.04429237092423599
Missouri	christian	05/17/2020	06/20/2020	0
New Mexico	cibola	05/17/2020	06/20/2020	0.0400504383962904
Missouri	clark	05/17/2020	06/20/2020	0
Missouri	clay	05/17/2020	06/20/2020	0.013710281096611515
Missouri	clinton	05/17/2020	06/20/2020	0
Missouri	cole	05/17/2020	06/20/2020	0.01697528564916577
New Mexico	colfax	05/17/2020	06/20/2020	0
Missouri	cooper	05/17/2020	06/20/2020	0
Missouri	crawford	05/17/2020	06/20/2020	0
New Mexico	curry	05/17/2020	06/20/2020	0
Missouri	dallas	05/17/2020	06/20/2020	0
Missouri	daviess	05/17/2020	06/20/2020	0
New Mexico	de baca	05/17/2020	06/20/2020	0
Missouri	dekalb	05/17/2020	06/20/2020	0
District of Columbia	district of columbia	05/17/2020	07/10/2020	0.053071327827360355
New Mexico	dona ana	05/17/2020	06/20/2020	0.006522395624383033
Missouri	dunklin	05/17/2020	06/20/2020	0.05677435216315651
New Mexico	eddy	05/17/2020	06/20/2020	0.039136513700359005
Missouri	franklin	05/17/2020	06/20/2020	0.11100275112023035
Missouri	gasconade	05/17/2020	06/20/2020	0
Missouri	gentry	05/17/2020	06/20/2020	0.03650793650793651
New Mexico	grant	05/17/2020	06/20/2020	0
Missouri	greene	05/17/2020	06/20/2020	0.054184278112922105
New Mexico	guadalupe	05/17/2020	06/20/2020	0
New Mexico	harding	05/17/2020	06/20/2020	0
Missouri	harrison	05/17/2020	06/20/2020	0
Missouri	henry	05/17/2020	06/20/2020	0.22192852898735255
New Mexico	hidalgo	05/17/2020	06/20/2020	0
Missouri	holt	05/17/2020	06/20/2020	0
Missouri	howard	05/17/2020	06/20/2020	0
Missouri	howell	05/17/2020	06/20/2020	0
Missouri	iron	05/17/2020	06/20/2020	0
Missouri	jackson	05/17/2020	06/20/2020	0.030240758980964046
Missouri	jasper	05/17/2020	06/20/2020	0
Missouri	jefferson	05/17/2020	06/20/2020	0.04670496134207917
Missouri	johnson	05/17/2020	06/20/2020	0
Missouri	kansas city	05/17/2020	06/20/2020	0.019922347844102
Missouri	laclede	05/17/2020	06/20/2020	0
Missouri	lafayette	05/17/2020	06/20/2020	0.03616740815521491
Missouri	lawrence	05/17/2020	06/20/2020	0
New Mexico	lea	05/17/2020	06/20/2020	0
Missouri	lewis	05/17/2020	06/20/2020	0.14285714285714288
Missouri	lincoln	05/17/2020	06/20/2020	0.009563960125134819
New Mexico	lincoln	05/17/2020	06/20/2020	0
Missouri	linn	05/17/2020	06/20/2020	0.1284260184260184
Missouri	livingston	05/17/2020	06/20/2020	0
New Mexico	los alamos	05/17/2020	06/20/2020	0
New Mexico	luna	05/17/2020	06/20/2020	0.0939251552476806
Missouri	macon	05/17/2020	06/20/2020	0
Missouri	madison	05/17/2020	06/20/2020	0
Missouri	maries	05/17/2020	06/20/2020	0
Missouri	marion	05/17/2020	06/20/2020	0
Missouri	mcdonald	05/17/2020	06/20/2020	0
New Mexico	mckinley	05/17/2020	06/20/2020	0.046224021102510615
Missouri	miller	05/17/2020	06/20/2020	0
Missouri	mississippi	05/17/2020	06/20/2020	0
Missouri	moniteau	05/17/2020	06/20/2020	0.005247813411078717
Missouri	montgomery	05/17/2020	06/20/2020	0
Missouri	morgan	05/17/2020	06/20/2020	0
Missouri	new madrid	05/17/2020	06/20/2020	0.01006452581032413
Missouri	newton	05/17/2020	06/20/2020	0.04333657665230628
Missouri	nodaway	05/17/2020	06/20/2020	0
Missouri	oregon	05/17/2020	06/20/2020	0
Missouri	osage	05/17/2020	06/20/2020	0
New Mexico	otero	05/17/2020	06/20/2020	0.12908483115251404
Missouri	pemiscot	05/17/2020	06/20/2020	0.053648996826377145
Missouri	perry	05/17/2020	06/20/2020	0
Missouri	pettis	05/17/2020	06/20/2020	0.01273167854358752
Missouri	phelps	05/17/2020	06/20/2020	0
Missouri	pike	05/17/2020	06/20/2020	0.04800648587981471
Missouri	platte	05/17/2020	06/20/2020	0.008709062106306033
Missouri	polk	05/17/2020	06/20/2020	0
Missouri	pulaski	05/17/2020	06/20/2020	0.02065398394939406
New Mexico	quay	05/17/2020	06/20/2020	0.21285714285714288
Missouri	ralls	05/17/2020	06/20/2020	0
Missouri	randolph	05/17/2020	06/20/2020	0
Missouri	ray	05/17/2020	06/20/2020	0
Missouri	reynolds	05/17/2020	06/20/2020	0
New Mexico	rio arriba	05/17/2020	06/20/2020	0.012497490751291397
Missouri	ripley	05/17/2020	06/20/2020	0
New Mexico	roosevelt	05/17/2020	06/20/2020	0.003214535290006988
Missouri	saline	05/17/2020	06/20/2020	0.009246173280387723
New Mexico	san juan	05/17/2020	06/20/2020	0.06865995056038213
New Mexico	san miguel	05/17/2020	06/20/2020	0
New Mexico	sandoval	05/17/2020	06/20/2020	0.04554804704927637
New Mexico	santa fe	05/17/2020	06/20/2020	0.020297330009907244
Missouri	scotland	05/17/2020	06/20/2020	0.03214285714285714
Missouri	scott	05/17/2020	06/20/2020	0.08259872904748677
Missouri	shelby	05/17/2020	06/20/2020	0
New Mexico	sierra	05/17/2020	06/20/2020	0
New Mexico	socorro	05/17/2020	06/20/2020	0.087346504013971
Missouri	st. charles	05/17/2020	06/20/2020	0.07389987218233177
Missouri	st. clair	05/17/2020	06/20/2020	0
Missouri	st. francois	05/17/2020	06/20/2020	0.0538012508818897
Missouri	st. louis	05/17/2020	06/20/2020	0.0874430915540292
Missouri	st. louis city	05/17/2020	06/20/2020	0.06739458945146881
Missouri	ste. genevieve	05/17/2020	06/20/2020	0.09311938061938062
North Dakota	steele	05/17/2020	06/20/2020	0
Missouri	stoddard	05/17/2020	06/20/2020	0.01461701487850393
Missouri	stone	05/17/2020	06/20/2020	0
Missouri	sullivan	05/17/2020	06/20/2020	0
Missouri	taney	05/17/2020	06/20/2020	0.13247512385443416
New Mexico	taos	05/17/2020	06/20/2020	0
Missouri	texas	05/17/2020	06/20/2020	0
New Mexico	torrance	05/17/2020	06/20/2020	0.035550336562057035
Missouri	unassigned	05/17/2020	06/20/2020	0.0015037593984962405
New Mexico	unassigned	05/17/2020	06/20/2020	0.0003339181617590192
New Mexico	union	05/17/2020	06/20/2020	0
New Mexico	valencia	05/17/2020	06/20/2020	0.020682536753727387
Missouri	vernon	05/17/2020	06/20/2020	0
Missouri	warren	05/17/2020	06/20/2020	0
Missouri	washington	05/17/2020	06/20/2020	0.0877486006057435
Missouri	webster	05/17/2020	06/20/2020	0
Missouri	worth	05/17/2020	06/20/2020	0
